seed,method,L_position,centralized_utility,utility,normalized_utility,selected_ues,used_local_reexecutions,total_triggered_local_reexecutions
19,O-RAN negotiation-based ConMit,4.0,709.9742956899012,644.096677256495,90.72112626705857,46,3,5
19,O-RAN negotiation-based ConMit,5.0,709.9742956899012,682.0891621738343,96.07237421335513,50,4,5
19,O-RAN negotiation-based ConMit,6.0,709.9742956899012,693.0603323272026,97.61766539079237,51,5,5
19,O-RAN negotiation-based ConMit,7.0,709.9742956899012,693.0603323272026,97.61766539079237,51,5,5
19,O-RAN negotiation-based ConMit,8.0,709.9742956899012,693.0603323272026,97.61766539079237,51,5,5
19,O-RAN negotiation-based ConMit,9.0,709.9742956899012,693.0603323272026,97.61766539079237,51,5,5
20,Quantum-classical hybrid,1.0,736.3778809854147,502.45490677613685,68.23329702730288,35,0,0
20,Quantum-classical hybrid,1.5,736.3778809854147,719.9906103349504,97.77461123241032,50,0,0
20,O-RAN fixed-priority ConMit,1.0,736.3778809854147,495.33198402346477,67.26600524184889,34,0,7
20,O-RAN fixed-priority ConMit,1.5,736.3778809854147,631.3642736025182,85.739168693882,43,0,7
20,O-RAN negotiation-based ConMit,1.0,736.3778809854147,495.33198402346477,67.26600524184889,34,0,7
20,O-RAN negotiation-based ConMit,2.0,736.3778809854147,635.4612465749102,86.29553697682246,44,1,7
